pool	donor	strategy	universe	nn_dist	n	err10k	sng_gap	kind
EUR_only__greedy_maxmin__rep3	HG00108	greedy_maxmin	EUR_only	109.822586	881	34.052213393870325	64.81242905788876	unrelated pool
EUR_only__greedy_maxmin__rep3	HG00309	greedy_maxmin	EUR_only	109.32977	827	24.183796856106497	66.41403869407497	unrelated pool
EUR_only__greedy_maxmin__rep3	HG00358	greedy_maxmin	EUR_only	109.32977	851	0.0	61.56607520564042	unrelated pool
EUR_only__greedy_maxmin__rep3	HG01628	greedy_maxmin	EUR_only	111.431595	880	0.0	70.84885227272727	unrelated pool
EUR_only__greedy_maxmin__rep3	HG01781	greedy_maxmin	EUR_only	109.83169	848	23.58490566037763	67.59573113207547	unrelated pool
EUR_only__greedy_maxmin__rep3	HG02233	greedy_maxmin	EUR_only	109.3252	871	11.481056257175437	64.15079219288175	unrelated pool
EUR_only__greedy_maxmin__rep3	NA06994	greedy_maxmin	EUR_only	109.57189	862	46.40371229698403	67.14723897911833	unrelated pool
EUR_only__greedy_maxmin__rep3	NA20792	greedy_maxmin	EUR_only	109.3252	862	0.0	60.92373549883991	unrelated pool
EUR_only__random__rep1	HG00106	random	EUR_only	103.65327	789	0.0	70.57868187579214	unrelated pool
EUR_only__random__rep1	HG00109	random	EUR_only	106.02358	889	0.0	62.64215973003374	unrelated pool
EUR_only__random__rep1	HG00174	random	EUR_only	105.28058	833	12.004801920768582	68.7426650660264	unrelated pool
EUR_only__random__rep1	HG01672	random	EUR_only	104.292854	854	0.0	65.69647540983607	unrelated pool
EUR_only__random__rep1	HG01781	random	EUR_only	105.32331	872	11.467889908256534	64.87952981651375	unrelated pool
EUR_only__random__rep1	NA11993	random	EUR_only	101.336075	821	0.0	71.44554202192448	unrelated pool
EUR_only__random__rep1	NA12004	random	EUR_only	101.336075	901	0.0	67.23175360710322	unrelated pool
EUR_only__random__rep1	NA20803	random	EUR_only	104.292854	858	11.655011655011815	68.24501165501165	unrelated pool
EUR_only__random__rep2	HG00108	random	EUR_only	103.36827	910	10.98901098901095	64.87542857142857	unrelated pool
EUR_only__random__rep2	HG00113	random	EUR_only	101.118744	839	23.837902264600697	67.31787842669846	unrelated pool
EUR_only__random__rep2	HG00332	random	EUR_only	102.78132	859	11.641443538998875	64.87174621653085	unrelated pool
EUR_only__random__rep2	HG01606	random	EUR_only	101.50862	848	23.58490566037763	61.78669811320755	unrelated pool
EUR_only__random__rep2	NA12760	random	EUR_only	102.825096	881	22.70147559591429	65.6450283768445	unrelated pool
EUR_only__random__rep2	NA20753	random	EUR_only	104.18733	834	0.0	69.83049160671463	unrelated pool
EUR_only__random__rep2	NA20795	random	EUR_only	102.28392	866	0.0	68.15534642032333	unrelated pool
EUR_only__random__rep2	NA20807	random	EUR_only	101.118744	794	0.0	68.53705289672544	unrelated pool
EUR_only__random__rep3	HG00131	random	EUR_only	100.34939	871	22.962112514350874	60.96227324913892	unrelated pool
EUR_only__random__rep3	HG00274	random	EUR_only	102.96116	864	11.574074074074403	60.99688657407407	unrelated pool
EUR_only__random__rep3	HG00306	random	EUR_only	102.0049	853	11.723329425556983	68.82686987104337	unrelated pool
EUR_only__random__rep3	HG00331	random	EUR_only	102.254585	877	11.402508551880963	66.09440136830102	unrelated pool
EUR_only__random__rep3	HG01607	random	EUR_only	102.0049	870	0.0	57.480137931034484	unrelated pool
EUR_only__random__rep3	HG01785	random	EUR_only	100.34939	898	11.135857461024301	58.02247216035635	unrelated pool
EUR_only__random__rep3	HG02224	random	EUR_only	102.063705	839	11.918951132300348	64.41910607866508	unrelated pool
EUR_only__random__rep3	NA12400	random	EUR_only	100.9901	856	11.68224299065379	64.5914836448598	unrelated pool
SAS_only__adversarial_mindist__rep1	HG02597	adversarial_mindist	SAS_only	99.09592	809	12.360939431397266	73.69123609394313	unrelated pool
SAS_only__adversarial_mindist__rep1	HG02682	adversarial_mindist	SAS_only	101.336075	844	35.545023696682556	77.60946682464454	unrelated pool
SAS_only__adversarial_mindist__rep1	HG03624	adversarial_mindist	SAS_only	99.09592	893	0.0	68.38674132138858	unrelated pool
SAS_only__adversarial_mindist__rep1	HG03796	adversarial_mindist	SAS_only	101.57263	851	11.75088131609825	66.67646298472386	unrelated pool
SAS_only__adversarial_mindist__rep1	HG03899	adversarial_mindist	SAS_only	99.90996	875	11.428571428571122	69.82881142857143	unrelated pool
SAS_only__adversarial_mindist__rep1	NA20853	adversarial_mindist	SAS_only	99.90996	828	0.0	72.63287439613526	unrelated pool
SAS_only__adversarial_mindist__rep1	NA20856	adversarial_mindist	SAS_only	102.27903	851	0.0	71.5813866039953	unrelated pool
SAS_only__adversarial_mindist__rep1	NA21127	adversarial_mindist	SAS_only	100.7075	835	0.0	66.63765269461078	unrelated pool
SAS_only__adversarial_mindist__rep2	HG02775	adversarial_mindist	SAS_only	100.41912	854	0.0	68.25502341920375	unrelated pool
SAS_only__adversarial_mindist__rep2	HG03624	adversarial_mindist	SAS_only	100.11993	871	11.481056257175437	69.58723306544202	unrelated pool
SAS_only__adversarial_mindist__rep2	HG03790	adversarial_mindist	SAS_only	100.024994	895	11.173184357542443	65.11783240223464	unrelated pool
SAS_only__adversarial_mindist__rep2	HG03796	adversarial_mindist	SAS_only	99.48869	878	11.38952164009166	65.37954441913439	unrelated pool
SAS_only__adversarial_mindist__rep2	HG03947	adversarial_mindist	SAS_only	100.11494	837	23.89486260453988	68.4426403823178	unrelated pool
SAS_only__adversarial_mindist__rep2	HG04018	adversarial_mindist	SAS_only	100.024994	866	0.0	64.39806004618937	unrelated pool
SAS_only__adversarial_mindist__rep2	HG04153	adversarial_mindist	SAS_only	99.48869	856	11.68224299065379	62.24615654205607	unrelated pool
SAS_only__adversarial_mindist__rep2	HG04173	adversarial_mindist	SAS_only	100.47885	777	12.870012870013214	77.6090990990991	unrelated pool
SAS_only__adversarial_mindist__rep3	HG03729	adversarial_mindist	SAS_only	100.55844	885	0.0	69.56314124293785	unrelated pool
SAS_only__adversarial_mindist__rep3	HG03856	adversarial_mindist	SAS_only	101.43964	859	0.0	68.8891967403958	unrelated pool
SAS_only__adversarial_mindist__rep3	HG03929	adversarial_mindist	SAS_only	100.940575	844	0.0	71.75151658767773	unrelated pool
SAS_only__adversarial_mindist__rep3	HG03950	adversarial_mindist	SAS_only	101.45442	860	0.0	66.67558139534884	unrelated pool
SAS_only__adversarial_mindist__rep3	HG03968	adversarial_mindist	SAS_only	99.7998	849	0.0	68.09491166077738	unrelated pool
SAS_only__adversarial_mindist__rep3	HG04146	adversarial_mindist	SAS_only	101.43964	865	23.121387283236984	67.949387283237	unrelated pool
SAS_only__adversarial_mindist__rep3	HG04216	adversarial_mindist	SAS_only	100.55844	758	13.192612137202797	77.87030343007916	unrelated pool
SAS_only__adversarial_mindist__rep3	HG04238	adversarial_mindist	SAS_only	99.7998	864	11.574074074074403	68.1193287037037	unrelated pool
SAS_only__greedy_maxkl__rep2	HG04017	greedy_maxkl	SAS_only	100.608154	882	22.67573696145164	70.71130385487528	unrelated pool
SAS_only__greedy_maxkl__rep2	HG04018	greedy_maxkl	SAS_only	100.608154	882	0.0	68.32919501133787	unrelated pool
SAS_only__greedy_maxkl__rep2	HG04019	greedy_maxkl	SAS_only	103.4408	820	24.390243902439046	70.00630487804878	unrelated pool
SAS_only__greedy_maxkl__rep2	HG04020	greedy_maxkl	SAS_only	104.66136	837	0.0	76.36375149342891	unrelated pool
SAS_only__greedy_maxkl__rep2	HG04022	greedy_maxkl	SAS_only	106.21205	909	0.0	66.38645764576458	unrelated pool
SAS_only__greedy_maxkl__rep2	HG04023	greedy_maxkl	SAS_only	103.91343	865	0.0	67.72045086705202	unrelated pool
SAS_only__greedy_maxkl__rep2	HG04025	greedy_maxkl	SAS_only	101.84792	860	11.627906976744429	64.74266279069768	unrelated pool
SAS_only__greedy_maxkl__rep2	NA21115	greedy_maxkl	SAS_only	104.56099	790	0.0	73.09207594936709	unrelated pool
SAS_only__greedy_maxkl__rep3	HG03684	greedy_maxkl	SAS_only	104.364746	842	11.87648456057011	66.12400237529691	unrelated pool
SAS_only__greedy_maxkl__rep3	HG04017	greedy_maxkl	SAS_only	100.608154	898	0.0	70.30750556792873	unrelated pool
SAS_only__greedy_maxkl__rep3	HG04018	greedy_maxkl	SAS_only	100.608154	891	44.893378226711356	67.02169472502806	unrelated pool
SAS_only__greedy_maxkl__rep3	HG04019	greedy_maxkl	SAS_only	103.4408	833	24.009603841537164	70.72212484993997	unrelated pool
SAS_only__greedy_maxkl__rep3	HG04020	greedy_maxkl	SAS_only	104.66136	866	23.09468822170868	76.14484988452656	unrelated pool
SAS_only__greedy_maxkl__rep3	HG04022	greedy_maxkl	SAS_only	104.69479	919	10.881392818280489	64.99418933623504	unrelated pool
SAS_only__greedy_maxkl__rep3	HG04023	greedy_maxkl	SAS_only	103.91343	868	11.520737327188613	66.91497695852534	unrelated pool
SAS_only__greedy_maxkl__rep3	HG04025	greedy_maxkl	SAS_only	101.84792	872	0.0	63.425619266055044	unrelated pool
SAS_only__greedy_maxmean__rep1	HG01589	greedy_maxmean	SAS_only	121.65525	883	22.650056625141968	73.09154020385051	unrelated pool
SAS_only__greedy_maxmean__rep1	HG02597	greedy_maxmean	SAS_only	113.26959	793	25.22068095838548	74.8218789407314	unrelated pool
SAS_only__greedy_maxmean__rep1	HG02694	greedy_maxmean	SAS_only	113.26959	859	23.28288707799775	74.7684167636787	unrelated pool
SAS_only__greedy_maxmean__rep1	HG03615	greedy_maxmean	SAS_only	115.29094	882	0.0	70.87605442176871	unrelated pool
SAS_only__greedy_maxmean__rep1	HG03738	greedy_maxmean	SAS_only	117.41806	883	11.325028312570984	70.2943261608154	unrelated pool
SAS_only__greedy_maxmean__rep1	HG03837	greedy_maxmean	SAS_only	117.47766	840	0.0	71.26838095238095	unrelated pool
SAS_only__greedy_maxmean__rep1	HG04075	greedy_maxmean	SAS_only	114.73883	858	0.0	66.7854662004662	unrelated pool
SAS_only__greedy_maxmean__rep1	HG04152	greedy_maxmean	SAS_only	120.56119	850	0.0	77.51661176470587	unrelated pool
SAS_only__greedy_maxmean__rep2	HG01589	greedy_maxmean	SAS_only	118.48628	843	0.0	80.20400948991696	unrelated pool
SAS_only__greedy_maxmean__rep2	HG02694	greedy_maxmean	SAS_only	118.13129	828	12.077294685990392	76.32289855072464	unrelated pool
SAS_only__greedy_maxmean__rep2	HG03228	greedy_maxmean	SAS_only	112.049095	832	0.0	69.92936298076924	unrelated pool
SAS_only__greedy_maxmean__rep2	HG03615	greedy_maxmean	SAS_only	114.7824	852	0.0	70.66336854460094	unrelated pool
SAS_only__greedy_maxmean__rep2	HG03738	greedy_maxmean	SAS_only	116.97863	840	11.904761904761862	71.31708333333333	unrelated pool
SAS_only__greedy_maxmean__rep2	HG03837	greedy_maxmean	SAS_only	118.22859	857	0.0	71.99022170361727	unrelated pool
SAS_only__greedy_maxmean__rep2	HG04152	greedy_maxmean	SAS_only	112.13385	886	22.573363431150906	74.21778781038375	unrelated pool
SAS_only__greedy_maxmean__rep2	NA21115	greedy_maxmean	SAS_only	112.049095	813	0.0	75.47917589175891	unrelated pool
SAS_only__greedy_maxmean__rep3	HG01589	greedy_maxmean	SAS_only	121.441345	861	0.0	80.6038443670151	unrelated pool
SAS_only__greedy_maxmean__rep3	HG02694	greedy_maxmean	SAS_only	119.104996	893	11.198208286674616	75.45135498320269	unrelated pool
SAS_only__greedy_maxmean__rep3	HG03228	greedy_maxmean	SAS_only	115.948265	839	0.0	68.22108462455304	unrelated pool
SAS_only__greedy_maxmean__rep3	HG03615	greedy_maxmean	SAS_only	112.1606	876	22.831050228310225	68.80763698630136	unrelated pool
SAS_only__greedy_maxmean__rep3	HG03684	greedy_maxmean	SAS_only	112.1606	825	24.2424242424244	69.00992727272728	unrelated pool
SAS_only__greedy_maxmean__rep3	HG03738	greedy_maxmean	SAS_only	119.478035	875	22.85714285714335	69.74570285714286	unrelated pool
SAS_only__greedy_maxmean__rep3	HG03837	greedy_maxmean	SAS_only	120.89252	836	0.0	73.68245215311005	unrelated pool
SAS_only__greedy_maxmean__rep3	HG04152	greedy_maxmean	SAS_only	117.059814	820	12.195121951219523	77.88220731707318	unrelated pool
SAS_only__greedy_maxmin__rep1	HG01589	greedy_maxmin	SAS_only	121.65525	838	23.866348448687845	75.27778042959427	unrelated pool
SAS_only__greedy_maxmin__rep1	HG02597	greedy_maxmin	SAS_only	114.44212	802	12.468827930174342	75.30334164588528	unrelated pool
SAS_only__greedy_maxmin__rep1	HG03615	greedy_maxmin	SAS_only	115.29094	846	0.0	69.62721040189126	unrelated pool
SAS_only__greedy_maxmin__rep1	HG03679	greedy_maxmin	SAS_only	114.44212	876	11.415525114155667	69.62279680365297	unrelated pool
SAS_only__greedy_maxmin__rep1	HG03738	greedy_maxmin	SAS_only	117.41806	830	12.04819277108471	70.27665060240965	unrelated pool
SAS_only__greedy_maxmin__rep1	HG03837	greedy_maxmin	SAS_only	117.47766	846	11.820330969266601	69.83874704491726	unrelated pool
SAS_only__greedy_maxmin__rep1	HG04075	greedy_maxmin	SAS_only	114.73883	823	24.30133657351119	67.38748481166465	unrelated pool
SAS_only__greedy_maxmin__rep1	HG04152	greedy_maxmin	SAS_only	120.56119	854	0.0	73.32491803278688	unrelated pool
SAS_only__greedy_maxmin__rep2	HG01589	greedy_maxmin	SAS_only	118.48628	857	11.66861143523934	79.43128354725788	unrelated pool
SAS_only__greedy_maxmin__rep2	HG02694	greedy_maxmin	SAS_only	116.33142	791	0.0	75.84690265486726	unrelated pool
SAS_only__greedy_maxmin__rep2	HG03593	greedy_maxmin	SAS_only	112.44554	858	0.0	71.38890442890443	unrelated pool
SAS_only__greedy_maxmin__rep2	HG03615	greedy_maxmin	SAS_only	114.09207	842	0.0	72.1143349168646	unrelated pool
SAS_only__greedy_maxmin__rep2	HG03679	greedy_maxmin	SAS_only	112.44554	833	0.0	71.03392557022809	unrelated pool
SAS_only__greedy_maxmin__rep2	HG03738	greedy_maxmin	SAS_only	116.97863	856	11.68224299065379	68.24589953271028	unrelated pool
SAS_only__greedy_maxmin__rep2	HG03837	greedy_maxmin	SAS_only	118.22859	867	0.0	72.41743944636679	unrelated pool
SAS_only__greedy_maxmin__rep2	NA21115	greedy_maxmin	SAS_only	112.67653	795	12.578616352201255	74.96738364779874	unrelated pool
SAS_only__greedy_maxmin__rep3	HG01589	greedy_maxmin	SAS_only	121.441345	884	22.62443438914019	74.69882352941175	unrelated pool
SAS_only__greedy_maxmin__rep3	HG02694	greedy_maxmin	SAS_only	119.104996	864	23.148148148147698	75.39447916666667	unrelated pool
SAS_only__greedy_maxmin__rep3	HG03228	greedy_maxmin	SAS_only	115.948265	849	23.55712603062443	66.37365135453474	unrelated pool
SAS_only__greedy_maxmin__rep3	HG03684	greedy_maxmin	SAS_only	114.34596	833	24.009603841537164	72.39307322929172	unrelated pool
SAS_only__greedy_maxmin__rep3	HG03738	greedy_maxmin	SAS_only	119.478035	832	12.019230769231282	73.88740384615384	unrelated pool
SAS_only__greedy_maxmin__rep3	HG03837	greedy_maxmin	SAS_only	120.89252	857	0.0	71.84903150525088	unrelated pool
SAS_only__greedy_maxmin__rep3	HG04075	greedy_maxmin	SAS_only	114.34596	857	11.66861143523934	66.87680280046675	unrelated pool
SAS_only__greedy_maxmin__rep3	HG04152	greedy_maxmin	SAS_only	117.059814	859	0.0	74.15336437718277	unrelated pool
SAS_only__random__rep1	HG02494	random	SAS_only	106.48474	827	0.0	71.10622732769045	unrelated pool
SAS_only__random__rep1	HG02603	random	SAS_only	105.86312	862	11.600928074245731	67.46439675174014	unrelated pool
SAS_only__random__rep1	HG02790	random	SAS_only	105.86312	855	11.695906432748204	71.43960233918129	unrelated pool
SAS_only__random__rep1	HG03850	random	SAS_only	104.72344	849	11.778563015312216	70.84977620730271	unrelated pool
SAS_only__random__rep1	HG03908	random	SAS_only	104.3312	857	11.66861143523934	68.08995332555425	unrelated pool
SAS_only__random__rep1	HG04035	random	SAS_only	104.93331	787	12.706480304955914	68.03848792884371	unrelated pool
SAS_only__random__rep1	HG04047	random	SAS_only	104.72344	871	0.0	74.19052812858783	unrelated pool
SAS_only__random__rep1	NA21116	random	SAS_only	104.3312	826	0.0	65.32023002421307	unrelated pool
SAS_only__random__rep2	HG02601	random	SAS_only	104.64225	915	10.928961748634114	67.3015956284153	unrelated pool
SAS_only__random__rep2	HG02651	random	SAS_only	103.80751	842	0.0	68.92365795724466	unrelated pool
SAS_only__random__rep2	HG03705	random	SAS_only	102.4207	873	34.36426116838476	61.41916380297824	unrelated pool
SAS_only__random__rep2	HG03806	random	SAS_only	102.50854	872	11.467889908256534	62.33904816513762	unrelated pool
SAS_only__random__rep2	HG04182	random	SAS_only	104.64225	840	0.0	69.79489285714286	unrelated pool
SAS_only__random__rep2	NA20901	random	SAS_only	104.70912	819	0.0	63.49064713064713	unrelated pool
SAS_only__random__rep2	NA21109	random	SAS_only	104.65658	858	11.655011655011815	62.008344988344994	unrelated pool
SAS_only__random__rep2	NA21120	random	SAS_only	102.4207	788	0.0	73.07624365482233	unrelated pool
SAS_only__random__rep3	HG02694	random	SAS_only	110.55768	901	0.0	71.89652608213098	unrelated pool
SAS_only__random__rep3	HG03649	random	SAS_only	104.47009	825	0.0	65.31752727272728	unrelated pool
SAS_only__random__rep3	HG03682	random	SAS_only	104.47009	882	0.0	73.81937641723356	unrelated pool
SAS_only__random__rep3	HG03705	random	SAS_only	103.363434	880	22.727272727273153	60.614909090909094	unrelated pool
SAS_only__random__rep3	HG03808	random	SAS_only	106.78951	878	34.168564920273866	67.32801822323462	unrelated pool
SAS_only__random__rep3	HG03914	random	SAS_only	104.15853	864	23.148148148147698	61.53893518518518	unrelated pool
SAS_only__random__rep3	HG03929	random	SAS_only	103.363434	855	0.0	68.07419883040936	unrelated pool
SAS_only__random__rep3	HG04156	random	SAS_only	104.91425	798	12.531328320801727	73.63345864661655	unrelated pool
all_3_major__ancestry_balanced__rep1	HG00149	ancestry_balanced	all_3_major	102.31325	869	11.507479861909697	67.44554660529344	unrelated pool
all_3_major__ancestry_balanced__rep1	HG03442	ancestry_balanced	all_3_major	106.915855	823	0.0	76.68922235722965	unrelated pool
all_3_major__ancestry_balanced__rep1	NA12005	ancestry_balanced	all_3_major	105.796974	902	0.0	73.04042128603105	unrelated pool
all_3_major__ancestry_balanced__rep1	NA12828	ancestry_balanced	all_3_major	102.31325	853	11.723329425556983	74.06634232121922	unrelated pool
all_3_major__ancestry_balanced__rep1	NA18602	ancestry_balanced	all_3_major	104.302444	820	24.390243902439046	74.65158536585366	unrelated pool
all_3_major__ancestry_balanced__rep1	NA18970	ancestry_balanced	all_3_major	104.302444	898	22.271714922048602	74.73375278396436	unrelated pool
all_3_major__ancestry_balanced__rep1	NA19143	ancestry_balanced	all_3_major	106.915855	876	0.0	80.72229452054795	unrelated pool
all_3_major__ancestry_balanced__rep1	NA20317	ancestry_balanced	all_3_major	108.83933	787	12.706480304955914	84.98989834815757	unrelated pool
all_3_major__ancestry_balanced__rep2	HG00427	ancestry_balanced	all_3_major	101.78409	823	0.0	76.8846780072904	unrelated pool
all_3_major__ancestry_balanced__rep2	HG00443	ancestry_balanced	all_3_major	101.78409	877	0.0	76.98155074116306	unrelated pool
all_3_major__ancestry_balanced__rep2	HG02111	ancestry_balanced	all_3_major	104.25929	869	0.0	77.09034522439585	unrelated pool
all_3_major__ancestry_balanced__rep2	NA12775	ancestry_balanced	all_3_major	103.40213	827	0.0	75.50106408706166	unrelated pool
all_3_major__ancestry_balanced__rep2	NA18881	ancestry_balanced	all_3_major	104.25929	863	23.174971031286738	79.22876013904983	unrelated pool
all_3_major__ancestry_balanced__rep2	NA19374	ancestry_balanced	all_3_major	107.87493	874	11.441647597254523	83.03128146453089	unrelated pool
all_3_major__ancestry_balanced__rep2	NA20800	ancestry_balanced	all_3_major	106.386086	909	0.0	78.22897689768976	unrelated pool
all_3_major__ancestry_balanced__rep2	NA20812	ancestry_balanced	all_3_major	103.40213	822	24.330900243308974	72.320900243309	unrelated pool
all_3_major__greedy_maxmean__rep1	HG00096	greedy_maxmean	all_3_major	112.969025	900	11.111111111110628	71.5839	unrelated pool
all_3_major__greedy_maxmean__rep1	HG00126	greedy_maxmean	all_3_major	112.00893	816	0.0	86.89780637254903	unrelated pool
all_3_major__greedy_maxmean__rep1	HG00358	greedy_maxmean	all_3_major	112.00893	865	11.560693641619046	72.84780346820808	unrelated pool
all_3_major__greedy_maxmean__rep1	HG00525	greedy_maxmean	all_3_major	109.15585	886	11.286681715575453	69.04080135440181	unrelated pool
all_3_major__greedy_maxmean__rep1	HG02154	greedy_maxmean	all_3_major	109.15585	888	0.0	65.84138513513514	unrelated pool
all_3_major__greedy_maxmean__rep1	HG02580	greedy_maxmean	all_3_major	115.52922	836	0.0	84.18831339712919	unrelated pool
all_3_major__greedy_maxmean__rep1	HG02678	greedy_maxmean	all_3_major	115.52922	852	0.0	92.84210093896714	unrelated pool
all_3_major__greedy_maxmean__rep1	HG02977	greedy_maxmean	all_3_major	120.095795	916	0.0	88.48077510917031	unrelated pool
all_3_major__greedy_maxmean__rep2	HG00096	greedy_maxmean	all_3_major	111.74525	864	0.0	68.7747337962963	unrelated pool
all_3_major__greedy_maxmean__rep2	HG00358	greedy_maxmean	all_3_major	108.779594	855	0.0	70.11433918128655	unrelated pool
all_3_major__greedy_maxmean__rep2	HG00525	greedy_maxmean	all_3_major	109.15585	901	22.19755826859071	67.43100998890122	unrelated pool
all_3_major__greedy_maxmean__rep2	HG02154	greedy_maxmean	all_3_major	109.15585	870	0.0	66.9613103448276	unrelated pool
all_3_major__greedy_maxmean__rep2	HG02580	greedy_maxmean	all_3_major	115.52922	840	0.0	86.62479761904763	unrelated pool
all_3_major__greedy_maxmean__rep2	HG02678	greedy_maxmean	all_3_major	115.52922	869	0.0	92.89659378596087	unrelated pool
all_3_major__greedy_maxmean__rep2	HG02977	greedy_maxmean	all_3_major	120.095795	923	0.0	88.19387865655472	unrelated pool
all_3_major__greedy_maxmean__rep2	NA20541	greedy_maxmean	all_3_major	108.779594	842	11.87648456057011	70.58652019002375	unrelated pool
all_3_major__greedy_maxmean__rep3	HG00096	greedy_maxmean	all_3_major	115.59412	867	0.0	74.30677047289504	unrelated pool
all_3_major__greedy_maxmean__rep3	HG00358	greedy_maxmean	all_3_major	111.54372	888	0.0	71.67817567567567	unrelated pool
all_3_major__greedy_maxmean__rep3	HG00525	greedy_maxmean	all_3_major	109.15585	894	11.185682326622093	68.60812080536913	unrelated pool
all_3_major__greedy_maxmean__rep3	HG01783	greedy_maxmean	all_3_major	111.54372	816	12.25490196078427	79.84537990196078	unrelated pool
all_3_major__greedy_maxmean__rep3	HG02154	greedy_maxmean	all_3_major	109.15585	882	0.0	67.34212018140589	unrelated pool
all_3_major__greedy_maxmean__rep3	HG02580	greedy_maxmean	all_3_major	115.52922	847	23.612750885477762	85.25249114521841	unrelated pool
all_3_major__greedy_maxmean__rep3	HG02678	greedy_maxmean	all_3_major	115.52922	846	0.0	93.54833333333333	unrelated pool
all_3_major__greedy_maxmean__rep3	HG02977	greedy_maxmean	all_3_major	120.095795	926	0.0	88.15714902807775	unrelated pool
all_3_major__greedy_maxmin__rep1	HG00096	greedy_maxmin	all_3_major	116.62761	869	0.0	72.72203682393555	unrelated pool
all_3_major__greedy_maxmin__rep1	HG00358	greedy_maxmin	all_3_major	115.715164	893	11.198208286674616	71.2946248600224	unrelated pool
all_3_major__greedy_maxmin__rep1	HG02154	greedy_maxmin	all_3_major	116.773285	919	0.0	82.65152339499456	unrelated pool
all_3_major__greedy_maxmin__rep1	HG02977	greedy_maxmin	all_3_major	119.46966	827	12.091898428052694	92.89829504232165	unrelated pool
all_3_major__greedy_maxmin__rep1	NA18879	greedy_maxmin	all_3_major	115.58114	791	0.0	89.52434892541086	unrelated pool
all_3_major__greedy_maxmin__rep1	NA19707	greedy_maxmin	all_3_major	115.58114	846	0.0	84.36664302600472	unrelated pool
all_3_major__greedy_maxmin__rep1	NA20314	greedy_maxmin	all_3_major	115.41231	864	11.574074074074403	79.37381944444444	unrelated pool
all_3_major__greedy_maxmin__rep1	NA20585	greedy_maxmin	all_3_major	115.41231	874	0.0	76.78883295194508	unrelated pool
all_3_major__greedy_maxmin__rep2	HG00525	greedy_maxmin	all_3_major	120.75181	865	0.0	92.73252023121388	unrelated pool
all_3_major__greedy_maxmin__rep2	HG02485	greedy_maxmin	all_3_major	113.238686	821	0.0	86.38118148599268	unrelated pool
all_3_major__greedy_maxmin__rep2	HG02678	greedy_maxmin	all_3_major	117.45212	842	0.0	84.27311163895487	unrelated pool
all_3_major__greedy_maxmin__rep2	HG02881	greedy_maxmin	all_3_major	113.17243	838	0.0	82.79706443914081	unrelated pool
all_3_major__greedy_maxmin__rep2	HG02977	greedy_maxmin	all_3_major	115.97845	913	0.0	81.01223439211391	unrelated pool
all_3_major__greedy_maxmin__rep2	NA19042	greedy_maxmin	all_3_major	113.468056	857	0.0	79.0632788798133	unrelated pool
all_3_major__greedy_maxmin__rep2	NA19307	greedy_maxmin	all_3_major	113.17243	837	11.947431302270495	80.39921146953405	unrelated pool
all_3_major__greedy_maxmin__rep2	NA20541	greedy_maxmin	all_3_major	113.65298	822	12.165450121655041	87.56465936739659	unrelated pool
all_3_major__greedy_maxmin__rep3	HG00096	greedy_maxmin	all_3_major	115.360306	837	11.947431302270495	78.7110991636798	unrelated pool
all_3_major__greedy_maxmin__rep3	HG01783	greedy_maxmin	all_3_major	113.48128	797	0.0	83.34632371392723	unrelated pool
all_3_major__greedy_maxmin__rep3	HG02057	greedy_maxmin	all_3_major	119.52824	887	11.273957158962622	84.65819616685458	unrelated pool
all_3_major__greedy_maxmin__rep3	HG02678	greedy_maxmin	all_3_major	117.45212	852	0.0	82.14098591549295	unrelated pool
all_3_major__greedy_maxmin__rep3	HG02881	greedy_maxmin	all_3_major	115.69356	856	0.0	83.17403037383178	unrelated pool
all_3_major__greedy_maxmin__rep3	HG02977	greedy_maxmin	all_3_major	115.97845	905	0.0	82.36169060773481	unrelated pool
all_3_major__greedy_maxmin__rep3	NA19042	greedy_maxmin	all_3_major	113.76291	841	11.890606420927874	83.62997621878715	unrelated pool
all_3_major__greedy_maxmin__rep3	NA19625	greedy_maxmin	all_3_major	113.48128	891	0.0	85.75563411896745	unrelated pool
all_3_major__random__rep1	HG00339	random	all_3_major	105.39924	841	11.890606420927874	78.2468133174792	unrelated pool
all_3_major__random__rep1	HG00479	random	all_3_major	112.694275	831	0.0	88.28448856799038	unrelated pool
all_3_major__random__rep1	HG02220	random	all_3_major	105.39924	897	0.0	83.32508361204015	unrelated pool
all_3_major__random__rep1	HG02620	random	all_3_major	104.96666	868	11.520737327188613	79.8797004608295	unrelated pool
all_3_major__random__rep1	HG02798	random	all_3_major	106.80824	694	0.0	83.27427953890489	unrelated pool
all_3_major__random__rep1	NA18873	random	all_3_major	108.508064	809	0.0	73.98669962917181	unrelated pool
all_3_major__random__rep1	NA19347	random	all_3_major	104.96666	895	0.0	79.41736312849162	unrelated pool
all_3_major__random__rep1	NA20356	random	all_3_major	107.86102	817	0.0	86.06489596083232	unrelated pool
all_3_major__random__rep2	HG00133	random	all_3_major	102.50854	904	11.061946902655162	73.23868362831858	unrelated pool
all_3_major__random__rep2	HG00158	random	all_3_major	102.50854	864	0.0	69.62121527777778	unrelated pool
all_3_major__random__rep2	HG01874	random	all_3_major	97.54486	874	22.883295194507937	73.29702517162471	unrelated pool
all_3_major__random__rep2	HG02562	random	all_3_major	107.86102	896	0.0	90.63309151785714	unrelated pool
all_3_major__random__rep2	NA18951	random	all_3_major	97.54486	824	0.0	72.54781553398058	unrelated pool
