pool	donor	strategy	universe	nn_dist	n	err10k	sng_gap	kind
EAS_only__greedy_maxkl__rep2	HG00404	greedy_maxkl	EAS_only	97.637085	873	11.45475372279492	59.44219931271478	unrelated pool
EAS_only__greedy_maxkl__rep2	HG00406	greedy_maxkl	EAS_only	99.58414	855	23.39181286549752	62.53394152046784	unrelated pool
EAS_only__greedy_maxkl__rep2	HG00407	greedy_maxkl	EAS_only	97.29851	872	11.467889908256534	57.520974770642205	unrelated pool
EAS_only__greedy_maxkl__rep2	HG00409	greedy_maxkl	EAS_only	95.61381	864	34.7222222222221	56.505138888888894	unrelated pool
EAS_only__greedy_maxkl__rep2	HG00410	greedy_maxkl	EAS_only	100.632996	823	0.0	56.5778857837181	unrelated pool
EAS_only__greedy_maxkl__rep2	HG00418	greedy_maxkl	EAS_only	97.4115	881	22.70147559591429	60.10410896708286	unrelated pool
EAS_only__greedy_maxkl__rep2	NA19067	greedy_maxkl	EAS_only	95.61381	839	11.918951132300348	58.11756853396901	unrelated pool
EAS_only__greedy_maxkl__rep3	HG00403	greedy_maxkl	EAS_only	97.91322	884	22.62443438914019	63.824377828054295	unrelated pool
EAS_only__greedy_maxkl__rep3	HG00404	greedy_maxkl	EAS_only	98.43272	875	0.0	59.33249142857143	unrelated pool
EAS_only__greedy_maxkl__rep3	HG00406	greedy_maxkl	EAS_only	99.58414	838	11.933174224343368	64.28696897374702	unrelated pool
EAS_only__greedy_maxkl__rep3	HG00407	greedy_maxkl	EAS_only	97.29851	880	22.727272727273153	58.68188636363636	unrelated pool
EAS_only__greedy_maxkl__rep3	HG00409	greedy_maxkl	EAS_only	97.29851	871	22.962112514350874	58.82499425947187	unrelated pool
EAS_only__greedy_maxkl__rep3	HG00410	greedy_maxkl	EAS_only	100.632996	832	0.0	54.63866586538462	unrelated pool
EAS_only__greedy_maxkl__rep3	HG00418	greedy_maxkl	EAS_only	97.91322	888	0.0	58.8958445945946	unrelated pool
EAS_only__greedy_maxkl__rep3	HG00982	greedy_maxkl	EAS_only	100.42908	810	37.037037037036534	58.25772839506173	unrelated pool
EAS_only__greedy_maxmean__rep1	HG00410	greedy_maxmean	EAS_only	103.21337	819	36.6300366300365	56.14809523809524	unrelated pool
EAS_only__greedy_maxmean__rep1	HG00525	greedy_maxmean	EAS_only	105.0238	804	24.875621890547706	57.24007462686567	unrelated pool
EAS_only__greedy_maxmean__rep1	HG01850	greedy_maxmean	EAS_only	104.608795	869	0.0	62.87576524741082	unrelated pool
EAS_only__greedy_maxmean__rep1	HG02154	greedy_maxmean	EAS_only	104.608795	904	11.061946902655162	60.91217920353982	unrelated pool
EAS_only__greedy_maxmean__rep1	HG02383	greedy_maxmean	EAS_only	102.86399	878	0.0	62.06594533029613	unrelated pool
EAS_only__greedy_maxmean__rep1	NA18648	greedy_maxmean	EAS_only	102.86399	732	13.66120218579181	62.82974043715847	unrelated pool
EAS_only__greedy_maxmean__rep1	NA18989	greedy_maxmean	EAS_only	104.41264	832	12.019230769231282	56.19070913461538	unrelated pool
EAS_only__greedy_maxmean__rep1	NA19080	greedy_maxmean	EAS_only	104.41264	881	34.052213393870325	61.18863791146425	unrelated pool
EAS_only__greedy_maxmean__rep2	HG00525	greedy_maxmean	EAS_only	103.08734	867	0.0	55.35521337946943	unrelated pool
EAS_only__greedy_maxmean__rep2	HG02154	greedy_maxmean	EAS_only	103.17946	857	11.66861143523934	56.50252042007001	unrelated pool
EAS_only__greedy_maxmean__rep2	HG02250	greedy_maxmean	EAS_only	103.33925	909	11.001100110010764	65.47916391639164	unrelated pool
EAS_only__greedy_maxmean__rep2	HG02383	greedy_maxmean	EAS_only	102.3621	837	11.947431302270495	62.63097968936678	unrelated pool
EAS_only__greedy_maxmean__rep2	NA18562	greedy_maxmean	EAS_only	103.33925	846	11.820330969266601	60.424787234042554	unrelated pool
EAS_only__greedy_maxmean__rep2	NA18989	greedy_maxmean	EAS_only	102.63528	825	24.2424242424244	55.80890909090909	unrelated pool
EAS_only__greedy_maxmean__rep2	NA19067	greedy_maxmean	EAS_only	102.3621	833	12.004801920768582	58.878943577430974	unrelated pool
EAS_only__greedy_maxmean__rep2	NA19072	greedy_maxmean	EAS_only	102.63528	845	11.834319526626835	56.96352662721893	unrelated pool
EAS_only__greedy_maxmean__rep3	HG00475	greedy_maxmean	EAS_only	105.49407	882	11.337868480725266	57.360351473922904	unrelated pool
EAS_only__greedy_maxmean__rep3	HG00525	greedy_maxmean	EAS_only	107.53139	893	0.0	55.275823068309066	unrelated pool
EAS_only__greedy_maxmean__rep3	HG00982	greedy_maxmean	EAS_only	103.918236	837	11.947431302270495	58.03338112305855	unrelated pool
EAS_only__greedy_maxmean__rep3	HG02060	greedy_maxmean	EAS_only	105.49407	836	11.961722488038617	55.99813397129187	unrelated pool
EAS_only__greedy_maxmean__rep3	HG02250	greedy_maxmean	EAS_only	106.324974	885	11.29943502824804	61.81459887005649	unrelated pool
EAS_only__greedy_maxmean__rep3	HG02383	greedy_maxmean	EAS_only	103.918236	822	0.0	62.70435523114356	unrelated pool
EAS_only__greedy_maxmean__rep3	NA18964	greedy_maxmean	EAS_only	106.404884	857	0.0	64.57852975495916	unrelated pool
EAS_only__greedy_maxmean__rep3	NA18989	greedy_maxmean	EAS_only	106.35789	907	11.025358324145973	56.01586549062844	unrelated pool
EAS_only__greedy_maxmin__rep1	HG00475	greedy_maxmin	EAS_only	107.04672	878	11.38952164009166	60.19835990888383	unrelated pool
EAS_only__greedy_maxmin__rep1	HG00525	greedy_maxmin	EAS_only	107.53139	863	23.174971031286738	56.59602549246814	unrelated pool
EAS_only__greedy_maxmin__rep1	HG01850	greedy_maxmin	EAS_only	106.9065	866	23.09468822170868	63.00025404157044	unrelated pool
EAS_only__greedy_maxmin__rep1	HG02250	greedy_maxmin	EAS_only	106.404884	829	24.125452352231626	65.1591917973462	unrelated pool
EAS_only__greedy_maxmin__rep1	HG02383	greedy_maxmin	EAS_only	106.27794	806	0.0	64.4624317617866	unrelated pool
EAS_only__greedy_maxmin__rep1	NA18964	greedy_maxmin	EAS_only	105.91034	816	0.0	62.836372549019615	unrelated pool
EAS_only__greedy_maxmin__rep1	NA18978	greedy_maxmin	EAS_only	105.91034	872	0.0	59.30232798165137	unrelated pool
EAS_only__greedy_maxmin__rep1	NA18989	greedy_maxmin	EAS_only	106.54107	906	0.0	56.806092715231784	unrelated pool
EAS_only__greedy_maxmin__rep2	HG00410	greedy_maxmin	EAS_only	103.64362	836	11.961722488038617	57.247177033492825	unrelated pool
EAS_only__greedy_maxmin__rep2	HG01850	greedy_maxmin	EAS_only	103.29569	822	12.165450121655041	61.29973236009732	unrelated pool
EAS_only__greedy_maxmin__rep2	HG02057	greedy_maxmin	EAS_only	103.29569	902	22.172949002217113	61.97381374722838	unrelated pool
EAS_only__greedy_maxmin__rep2	HG02154	greedy_maxmin	EAS_only	103.17946	898	0.0	57.817884187082406	unrelated pool
EAS_only__greedy_maxmin__rep2	HG02250	greedy_maxmin	EAS_only	104.12492	924	0.0	65.86387445887446	unrelated pool
EAS_only__greedy_maxmin__rep2	NA19059	greedy_maxmin	EAS_only	103.40213	845	23.66863905325478	63.775976331360944	unrelated pool
EAS_only__greedy_maxmin__rep2	NA19067	greedy_maxmin	EAS_only	103.17946	853	11.723329425556983	58.07449003516999	unrelated pool
EAS_only__greedy_maxmin__rep2	NA19072	greedy_maxmin	EAS_only	103.47463	848	23.58490566037763	59.463985849056606	unrelated pool
EAS_only__greedy_maxmin__rep3	HG00475	greedy_maxmin	EAS_only	105.607765	858	0.0	56.819242424242425	unrelated pool
EAS_only__greedy_maxmin__rep3	HG00525	greedy_maxmin	EAS_only	106.98598	909	22.00220022002153	55.39680968096809	unrelated pool
EAS_only__greedy_maxmin__rep3	HG00982	greedy_maxmin	EAS_only	105.57935	825	12.1212121212122	58.068024242424244	unrelated pool
EAS_only__greedy_maxmin__rep3	HG01872	greedy_maxmin	EAS_only	105.57935	885	0.0	61.71502824858757	unrelated pool
EAS_only__greedy_maxmin__rep3	HG02250	greedy_maxmin	EAS_only	106.324974	880	22.727272727273153	62.24820454545454	unrelated pool
EAS_only__greedy_maxmin__rep3	NA18618	greedy_maxmin	EAS_only	105.607765	846	0.0	57.27510638297872	unrelated pool
EAS_only__greedy_maxmin__rep3	NA18964	greedy_maxmin	EAS_only	106.404884	858	11.655011655011815	63.730862470862476	unrelated pool
EAS_only__greedy_maxmin__rep3	NA18989	greedy_maxmin	EAS_only	106.395485	900	33.333333333332995	53.21304444444444	unrelated pool
EAS_only__random__rep1	HG00419	random	EAS_only	98.55455	829	24.125452352231626	58.61296743063933	unrelated pool
EAS_only__random__rep1	HG00428	random	EAS_only	99.5741	861	11.614401858304202	57.439825783972125	unrelated pool
EAS_only__random__rep1	HG00580	random	EAS_only	98.86354	841	0.0	62.44404280618312	unrelated pool
EAS_only__random__rep1	HG02122	random	EAS_only	98.48858	863	0.0	62.834588644264194	unrelated pool
EAS_only__random__rep1	HG02356	random	EAS_only	99.0202	883	22.650056625141968	60.604745186862964	unrelated pool
EAS_only__random__rep1	NA18555	random	EAS_only	99.18669	867	11.534025374856371	54.734117647058824	unrelated pool
EAS_only__random__rep1	NA18559	random	EAS_only	99.37303	916	10.917030567685337	59.3132096069869	unrelated pool
EAS_only__random__rep1	NA19068	random	EAS_only	98.48858	823	12.150668286755595	56.96787363304981	unrelated pool
EAS_only__random__rep2	HG00427	random	EAS_only	97.59611	878	22.779043280182208	62.71911161731207	unrelated pool
EAS_only__random__rep2	HG00443	random	EAS_only	97.994896	828	12.077294685990392	62.82438405797102	unrelated pool
EAS_only__random__rep2	HG01801	random	EAS_only	98.0765	864	11.574074074074403	62.819293981481486	unrelated pool
EAS_only__random__rep2	HG02060	random	EAS_only	97.994896	856	0.0	58.26235981308412	unrelated pool
EAS_only__random__rep2	NA18630	random	EAS_only	95.3782	838	35.79952267303121	69.35441527446301	unrelated pool
EAS_only__random__rep2	NA18988	random	EAS_only	97.59611	825	12.1212121212122	62.47718787878788	unrelated pool
EAS_only__random__rep2	NA19060	random	EAS_only	100.024994	860	0.0	60.60323255813953	unrelated pool
EAS_only__random__rep2	NA19075	random	EAS_only	95.3782	799	25.03128911138908	63.15324155193993	unrelated pool
EAS_only__random__rep3	HG00479	random	EAS_only	99.01515	912	21.929824561403024	62.760504385964914	unrelated pool
EAS_only__random__rep3	HG00707	random	EAS_only	97.36529	871	0.0	64.73843857634903	unrelated pool
EAS_only__random__rep3	HG00956	random	EAS_only	96.13532	856	23.36448598130869	64.8421378504673	unrelated pool
EAS_only__random__rep3	HG01800	random	EAS_only	99.26732	869	23.014959723820503	58.425408515535096	unrelated pool
EAS_only__random__rep3	HG02061	random	EAS_only	99.0202	849	0.0	62.19481743227326	unrelated pool
EAS_only__random__rep3	HG02367	random	EAS_only	96.13532	866	23.09468822170868	58.27230946882217	unrelated pool
EAS_only__random__rep3	HG02385	random	EAS_only	102.2888	845	47.33727810650845	60.37607100591716	unrelated pool
EAS_only__random__rep3	NA18617	random	EAS_only	99.694534	824	12.135922330097637	65.47890776699029	unrelated pool
EUR_AFR__adversarial_family_mixed__rep1	HG01912	adversarial_family_mixed	EUR_AFR	109.42577	816	12.25490196078427	90.98204656862745	family pool
EUR_AFR__adversarial_family_mixed__rep1	HG01985	adversarial_family_mixed	EUR_AFR	109.42577	856	11.68224299065379	85.86632009345796	family pool
EUR_AFR__adversarial_family_mixed__rep1	NA10838	adversarial_family_mixed	EUR_AFR	74.20242	791	25.284450063211004	32.9660809102402	family pool
EUR_AFR__adversarial_family_mixed__rep1	NA10839	adversarial_family_mixed	EUR_AFR	76.55717	852	35.21126760563376	33.66542253521126	family pool
EUR_AFR__adversarial_family_mixed__rep1	NA12003	adversarial_family_mixed	EUR_AFR	75.21968	823	12.150668286755595	37.849331713244226	family pool
EUR_AFR__adversarial_family_mixed__rep1	NA12004	adversarial_family_mixed	EUR_AFR	74.20242	827	0.0	41.00285368802902	family pool
EUR_AFR__adversarial_family_mixed__rep1	NA12005	adversarial_family_mixed	EUR_AFR	77.38217	870	0.0	41.56209195402298	family pool
EUR_AFR__adversarial_family_mixed__rep1	NA12006	adversarial_family_mixed	EUR_AFR	76.55717	873	11.45475372279492	40.075315005727376	family pool
EUR_AFR__adversarial_family_mixed__rep2	HG02427	adversarial_family_mixed	EUR_AFR	107.17276	817	12.23990208078285	86.43302325581395	family pool
EUR_AFR__adversarial_family_mixed__rep2	NA12877	adversarial_family_mixed	EUR_AFR	75.94735	787	38.11944091486663	35.24088945362135	family pool
EUR_AFR__adversarial_family_mixed__rep2	NA12878	adversarial_family_mixed	EUR_AFR	75.80897	859	81.49010477299213	33.52547147846333	family pool
EUR_AFR__adversarial_family_mixed__rep2	NA12889	adversarial_family_mixed	EUR_AFR	76.308586	793	25.22068095838548	42.02765447667087	family pool
EUR_AFR__adversarial_family_mixed__rep2	NA12890	adversarial_family_mixed	EUR_AFR	75.94735	790	63.291139240506666	43.56794936708861	family pool
EUR_AFR__adversarial_family_mixed__rep2	NA12891	adversarial_family_mixed	EUR_AFR	75.80897	863	46.34994206257237	43.77913093858633	family pool
EUR_AFR__adversarial_family_mixed__rep2	NA12892	adversarial_family_mixed	EUR_AFR	76.18399	801	62.42197253433224	37.965730337078654	family pool
EUR_AFR__adversarial_family_mixed__rep2	NA19144	adversarial_family_mixed	EUR_AFR	107.17276	863	0.0	87.78484356894555	family pool
EUR_AFR__adversarial_family_mixed__rep3	NA10860	adversarial_family_mixed	EUR_AFR	74.65253	808	12.376237623762387	34.868502475247524	family pool
EUR_AFR__adversarial_family_mixed__rep3	NA10861	adversarial_family_mixed	EUR_AFR	74.87323	862	69.6055684454755	35.04831786542923	family pool
EUR_AFR__adversarial_family_mixed__rep3	NA11992	adversarial_family_mixed	EUR_AFR	78.1409	832	0.0	38.03810096153846	family pool
EUR_AFR__adversarial_family_mixed__rep3	NA11993	adversarial_family_mixed	EUR_AFR	74.65253	812	12.315270935960854	45.5048645320197	family pool
EUR_AFR__adversarial_family_mixed__rep3	NA11994	adversarial_family_mixed	EUR_AFR	74.87323	865	46.24277456647397	37.86341040462428	family pool
EUR_AFR__adversarial_family_mixed__rep3	NA11995	adversarial_family_mixed	EUR_AFR	76.6355	875	45.714285714285595	41.46876571428571	family pool
EUR_AFR__adversarial_family_mixed__rep3	NA18489	adversarial_family_mixed	EUR_AFR	107.912	832	0.0	89.4385576923077	family pool
EUR_AFR__adversarial_family_mixed__rep3	NA19226	adversarial_family_mixed	EUR_AFR	107.912	805	0.0	91.81416149068322	family pool
EUR_AFR__adversarial_mindist__rep2	HG02511	adversarial_mindist	EUR_AFR	103.82678	811	0.0	79.1812823674476	unrelated pool
EUR_AFR__adversarial_mindist__rep2	HG03366	adversarial_mindist	EUR_AFR	100.7869	860	0.0	75.10725581395349	unrelated pool
EUR_AFR__adversarial_mindist__rep2	NA19027	adversarial_mindist	EUR_AFR	88.362885	894	11.185682326622093	67.6237807606264	unrelated pool
EUR_AFR__adversarial_mindist__rep2	NA19042	adversarial_mindist	EUR_AFR	88.362885	786	0.0	65.90860050890586	unrelated pool
EUR_AFR__adversarial_mindist__rep2	NA19095	adversarial_mindist	EUR_AFR	100.7869	852	11.737089201877549	75.40545774647887	unrelated pool
EUR_AFR__adversarial_mindist__rep2	NA19316	adversarial_mindist	EUR_AFR	103.61467	846	23.640661938534315	74.01440898345155	unrelated pool
EUR_AFR__adversarial_mindist__rep2	NA19374	adversarial_mindist	EUR_AFR	105.09519	852	11.737089201877549	76.81079812206573	unrelated pool
EUR_AFR__adversarial_mindist__rep2	NA19461	adversarial_mindist	EUR_AFR	103.4118	821	0.0	78.59825822168088	unrelated pool
EUR_AFR__adversarial_mindist__rep3	HG02014	adversarial_mindist	EUR_AFR	101.483986	816	12.25490196078427	76.26973039215686	unrelated pool
EUR_AFR__adversarial_mindist__rep3	HG02970	adversarial_mindist	EUR_AFR	101.38541	872	22.935779816514177	75.01149082568807	unrelated pool
EUR_AFR__adversarial_mindist__rep3	HG02973	adversarial_mindist	EUR_AFR	101.38541	833	12.004801920768582	74.76981992797118	unrelated pool
EUR_AFR__adversarial_mindist__rep3	HG03133	adversarial_mindist	EUR_AFR	101.779175	848	0.0	74.96944575471699	unrelated pool
EUR_AFR__adversarial_mindist__rep3	HG03300	adversarial_mindist	EUR_AFR	101.483986	879	0.0	76.87201365187714	unrelated pool
EUR_AFR__adversarial_mindist__rep3	HG03370	adversarial_mindist	EUR_AFR	102.50854	844	11.848341232227888	74.73468009478673	unrelated pool
EUR_AFR__adversarial_mindist__rep3	NA19017	adversarial_mindist	EUR_AFR	102.58167	875	11.428571428571122	72.35259428571428	unrelated pool
EUR_AFR__adversarial_mindist__rep3	NA19210	adversarial_mindist	EUR_AFR	102.10289	742	0.0	76.49495956873315	unrelated pool
EUR_AFR__ancestry_balanced__rep1	HG01624	ancestry_balanced	EUR_AFR	104.019226	848	23.58490566037763	69.16408018867925	unrelated pool
EUR_AFR__ancestry_balanced__rep1	HG02220	ancestry_balanced	EUR_AFR	103.93267	893	0.0	69.78035834266518	unrelated pool
EUR_AFR__ancestry_balanced__rep1	HG02944	ancestry_balanced	EUR_AFR	106.451866	830	12.04819277108471	77.16774698795182	unrelated pool
EUR_AFR__ancestry_balanced__rep1	HG03303	ancestry_balanced	EUR_AFR	107.17742	871	0.0	82.07761194029851	unrelated pool
EUR_AFR__ancestry_balanced__rep1	HG03565	ancestry_balanced	EUR_AFR	108.291275	833	0.0	80.7912725090036	unrelated pool
EUR_AFR__ancestry_balanced__rep1	NA07435	ancestry_balanced	EUR_AFR	103.93267	862	0.0	67.52462877030163	unrelated pool
EUR_AFR__ancestry_balanced__rep1	NA12891	ancestry_balanced	EUR_AFR	104.019226	885	11.29943502824804	70.39882485875707	unrelated pool
EUR_AFR__ancestry_balanced__rep1	NA19093	ancestry_balanced	EUR_AFR	106.451866	829	0.0	83.17541616405308	unrelated pool
EUR_AFR__ancestry_balanced__rep2	HG02009	ancestry_balanced	EUR_AFR	108.60018	854	0.0	79.88903981264637	unrelated pool
EUR_AFR__ancestry_balanced__rep2	HG02111	ancestry_balanced	EUR_AFR	106.57392	883	0.0	85.72895809739524	unrelated pool
EUR_AFR__ancestry_balanced__rep2	HG03452	ancestry_balanced	EUR_AFR	106.57392	818	0.0	76.51597799511002	unrelated pool
EUR_AFR__ancestry_balanced__rep2	NA12775	ancestry_balanced	EUR_AFR	106.25441	835	23.952095808382758	66.81146107784431	unrelated pool
EUR_AFR__ancestry_balanced__rep2	NA18488	ancestry_balanced	EUR_AFR	107.44766	849	0.0	79.52157832744406	unrelated pool
EUR_AFR__ancestry_balanced__rep2	NA20757	ancestry_balanced	EUR_AFR	108.13418	839	0.0	85.35171632896305	unrelated pool
EUR_AFR__ancestry_balanced__rep2	NA20799	ancestry_balanced	EUR_AFR	106.25441	913	0.0	63.99980284775465	unrelated pool
EUR_AFR__ancestry_balanced__rep2	NA20811	ancestry_balanced	EUR_AFR	107.847115	862	0.0	64.9422041763341	unrelated pool
EUR_AFR__ancestry_balanced__rep3	HG00308	ancestry_balanced	EUR_AFR	103.62432	828	24.154589371980784	65.10260869565218	unrelated pool
EUR_AFR__ancestry_balanced__rep3	HG01790	ancestry_balanced	EUR_AFR	103.39729	890	0.0	70.36180898876405	unrelated pool
EUR_AFR__ancestry_balanced__rep3	HG01896	ancestry_balanced	EUR_AFR	107.191414	811	24.66091245376112	80.48760789149198	unrelated pool
EUR_AFR__ancestry_balanced__rep3	HG02232	ancestry_balanced	EUR_AFR	105.91034	816	24.50980392156854	69.64151960784314	unrelated pool
EUR_AFR__ancestry_balanced__rep3	HG02496	ancestry_balanced	EUR_AFR	106.498825	842	0.0	79.74969121140143	unrelated pool
EUR_AFR__ancestry_balanced__rep3	HG02722	ancestry_balanced	EUR_AFR	105.57935	873	0.0	81.80931271477662	unrelated pool
EUR_AFR__ancestry_balanced__rep3	HG03452	ancestry_balanced	EUR_AFR	105.57935	866	11.547344110854896	76.8504272517321	unrelated pool
EUR_AFR__ancestry_balanced__rep3	NA12489	ancestry_balanced	EUR_AFR	103.39729	888	33.783783783783996	67.78365990990991	unrelated pool
EUR_AFR__greedy_maxmean__rep1	HG00096	greedy_maxmean	EUR_AFR	111.754196	871	0.0	71.23873708381171	unrelated pool
EUR_AFR__greedy_maxmean__rep1	HG00117	greedy_maxmean	EUR_AFR	111.754196	820	12.195121951219523	73.30171951219512	unrelated pool
EUR_AFR__greedy_maxmean__rep1	HG00358	greedy_maxmean	EUR_AFR	117.34564	884	11.312217194570096	71.06162895927602	unrelated pool
EUR_AFR__greedy_maxmean__rep1	HG02678	greedy_maxmean	EUR_AFR	117.25613	855	0.0	83.61632748538013	unrelated pool
EUR_AFR__greedy_maxmean__rep1	HG02816	greedy_maxmean	EUR_AFR	114.153404	753	26.560424966799445	88.7809561752988	unrelated pool
EUR_AFR__greedy_maxmean__rep1	HG02952	greedy_maxmean	EUR_AFR	114.153404	867	0.0	81.28748558246828	unrelated pool
EUR_AFR__greedy_maxmean__rep1	HG02977	greedy_maxmean	EUR_AFR	116.92305	914	0.0	84.2732932166302	unrelated pool
EUR_AFR__greedy_maxmean__rep1	NA20314	greedy_maxmean	EUR_AFR	113.91663	846	0.0	82.65086288416076	unrelated pool
EUR_AFR__greedy_maxmean__rep2	HG00096	greedy_maxmean	EUR_AFR	107.470924	851	11.75088131609825	70.2909518213866	unrelated pool
EUR_AFR__greedy_maxmean__rep2	HG00117	greedy_maxmean	EUR_AFR	108.83474	872	0.0	71.60125000000001	unrelated pool
EUR_AFR__greedy_maxmean__rep2	HG00358	greedy_maxmean	EUR_AFR	111.040535	873	0.0	72.1620618556701	unrelated pool
EUR_AFR__greedy_maxmean__rep2	HG02489	greedy_maxmean	EUR_AFR	109.7406	860	23.255813953488857	86.69301162790698	unrelated pool
EUR_AFR__greedy_maxmean__rep2	HG02678	greedy_maxmean	EUR_AFR	113.35343	857	11.66861143523934	87.41191365227537	unrelated pool
EUR_AFR__greedy_maxmean__rep2	HG02977	greedy_maxmean	EUR_AFR	116.876	935	0.0	85.81251336898396	unrelated pool
EUR_AFR__greedy_maxmean__rep2	HG03246	greedy_maxmean	EUR_AFR	109.7406	819	0.0	89.48211233211234	unrelated pool
EUR_AFR__greedy_maxmean__rep2	NA20762	greedy_maxmean	EUR_AFR	107.470924	874	0.0	77.53807780320366	unrelated pool
EUR_AFR__greedy_maxmean__rep3	HG00096	greedy_maxmean	EUR_AFR	114.494545	835	0.0	70.19350898203594	unrelated pool
EUR_AFR__greedy_maxmean__rep3	HG00358	greedy_maxmean	EUR_AFR	114.16216	886	11.286681715575453	69.43345372460497	unrelated pool
EUR_AFR__greedy_maxmean__rep3	HG01885	greedy_maxmean	EUR_AFR	111.503365	832	0.0	83.84335336538462	unrelated pool
EUR_AFR__greedy_maxmean__rep3	HG02678	greedy_maxmean	EUR_AFR	115.1043	885	22.59887005649719	82.29457627118644	unrelated pool
EUR_AFR__greedy_maxmean__rep3	HG02977	greedy_maxmean	EUR_AFR	117.025635	894	11.185682326622093	90.00717002237137	unrelated pool
EUR_AFR__greedy_maxmean__rep3	HG03172	greedy_maxmean	EUR_AFR	111.503365	839	0.0	86.55314660309892	unrelated pool
EUR_AFR__greedy_maxmean__rep3	NA12282	greedy_maxmean	EUR_AFR	114.16216	890	11.235955056180247	67.99665168539326	unrelated pool
EUR_AFR__greedy_maxmean__rep3	NA20314	greedy_maxmean	EUR_AFR	115.90945	848	35.37735849056589	79.05183962264152	unrelated pool
EUR_AFR__greedy_maxmin__rep1	HG00117	greedy_maxmin	EUR_AFR	114.86949	880	11.36363636363602	73.60420454545454	unrelated pool
EUR_AFR__greedy_maxmin__rep1	HG00358	greedy_maxmin	EUR_AFR	117.74549	837	0.0	74.5342174432497	unrelated pool
EUR_AFR__greedy_maxmin__rep1	HG01628	greedy_maxmin	EUR_AFR	114.86949	856	11.68224299065379	73.03932242990655	unrelated pool
EUR_AFR__greedy_maxmin__rep1	HG02678	greedy_maxmin	EUR_AFR	115.45562	863	0.0	85.04257242178448	unrelated pool
EUR_AFR__greedy_maxmin__rep1	HG02977	greedy_maxmin	EUR_AFR	115.83609	848	0.0	85.50641509433963	unrelated pool
EUR_AFR__greedy_maxmin__rep1	NA19210	greedy_maxmin	EUR_AFR	114.82596	767	0.0	85.76953063885267	unrelated pool
EUR_AFR__greedy_maxmin__rep1	NA19707	greedy_maxmin	EUR_AFR	115.2866	861	0.0	88.76519163763066	unrelated pool
EUR_AFR__greedy_maxmin__rep1	NA19712	greedy_maxmin	EUR_AFR	114.82596	841	0.0	84.29576694411415	unrelated pool
EUR_AFR__greedy_maxmin__rep2	HG02678	greedy_maxmin	EUR_AFR	117.45212	863	0.0	84.15005793742758	unrelated pool
EUR_AFR__greedy_maxmin__rep2	HG02881	greedy_maxmin	EUR_AFR	113.17243	835	0.0	80.06720958083832	unrelated pool
EUR_AFR__greedy_maxmin__rep2	HG02977	greedy_maxmin	EUR_AFR	115.97845	882	0.0	79.46884353741497	unrelated pool
EUR_AFR__greedy_maxmin__rep2	NA19042	greedy_maxmin	EUR_AFR	113.053085	813	12.300123001229846	80.2210578105781	unrelated pool
EUR_AFR__greedy_maxmin__rep2	NA19307	greedy_maxmin	EUR_AFR	112.75638	840	0.0	79.02288095238096	unrelated pool
EUR_AFR__greedy_maxmin__rep2	NA19707	greedy_maxmin	EUR_AFR	112.6854	872	0.0	85.57848623853211	unrelated pool
EUR_AFR__greedy_maxmin__rep2	NA19922	greedy_maxmin	EUR_AFR	112.75638	805	24.8447204968949	79.97172670807453	unrelated pool
EUR_AFR__greedy_maxmin__rep2	NA20762	greedy_maxmin	EUR_AFR	112.6854	827	12.091898428052694	94.45852478839177	unrelated pool
EUR_AFR__greedy_maxmin__rep3	HG00358	greedy_maxmin	EUR_AFR	113.84639	885	0.0	68.11211299435028	unrelated pool
EUR_AFR__greedy_maxmin__rep3	HG01628	greedy_maxmin	EUR_AFR	114.8869	846	0.0	71.2588061465721	unrelated pool
EUR_AFR__greedy_maxmin__rep3	HG01885	greedy_maxmin	EUR_AFR	115.1043	816	24.50980392156854	84.64932598039216	unrelated pool
EUR_AFR__greedy_maxmin__rep3	HG02678	greedy_maxmin	EUR_AFR	115.1043	892	0.0	84.09697309417041	unrelated pool
EUR_AFR__greedy_maxmin__rep3	HG02977	greedy_maxmin	EUR_AFR	117.025635	883	0.0	90.82198187995469	unrelated pool
EUR_AFR__greedy_maxmin__rep3	NA12282	greedy_maxmin	EUR_AFR	114.16216	909	0.0	69.37594059405941	unrelated pool
EUR_AFR__greedy_maxmin__rep3	NA20314	greedy_maxmin	EUR_AFR	115.88788	848	11.79245283018826	81.4419103773585	unrelated pool
EUR_AFR__greedy_maxmin__rep3	NA20334	greedy_maxmin	EUR_AFR	113.84639	889	0.0	83.64560179977504	unrelated pool
EUR_AFR__random__rep1	HG00268	random	EUR_AFR	105.65037	873	11.45475372279492	74.94397479954182	unrelated pool
EUR_AFR__random__rep1	HG00343	random	EUR_AFR	105.65037	844	0.0	67.7730924170616	unrelated pool
EUR_AFR__random__rep1	HG02594	random	EUR_AFR	107.62899	846	0.0	76.22421985815603	unrelated pool
EUR_AFR__random__rep1	HG02979	random	EUR_AFR	104.647026	931	10.741138560687036	76.08171858216971	unrelated pool
EUR_AFR__random__rep1	HG03063	random	EUR_AFR	104.647026	877	0.0	74.46477765108324	unrelated pool
EUR_AFR__random__rep1	NA19035	random	EUR_AFR	105.52251	811	0.0	78.42589395807646	unrelated pool
EUR_AFR__random__rep1	NA19818	random	EUR_AFR	105.773346	906	0.0	83.19257174392936	unrelated pool
