pool	acc	p_sng	universe	strategy	min_dist	mean_dist	kl_min	heldout	p_donor	ll_gap_mean	ll_gap_p5	n_snps_med	err_per_1k	modality
EAS_only__random__rep1	0.8488702308927027	0.8498580071613779	EAS_only	random	98.48858	100.94222	1.6751306	False	0.9988377161121604	8.218512276623565	-0.94	2814.0	1.1622838878395658	gex
EAS_only__random__rep2	0.831954562291641	0.8331892826274849	EAS_only	random	95.77578	100.570946	1.5841211	False	0.9985180794309425	8.580948429164197	-0.94	2807.0	1.4819205690574933	gex
EAS_only__random__rep3	0.8493641190270403	0.8509692554636374	EAS_only	random	95.362465	99.90853	1.5704783	True	0.9981137550783518	8.592337492745212	-0.95	2809.5	1.886244921648239	gex
EUR_AFR__adversarial_family_mixed__rep1	0.8271391529818496	0.8282504012841091	EUR_AFR	adversarial_family_mixed	74.20242309570312	108.13706970214844	0.7649052739143372	False	0.9986583184257602	7.34250298151461	-0.9064999999999998	2793.5	1.3416815742397503	gex
EUR_AFR__adversarial_family_mixed__rep2	0.8082479318434375	0.8115816767502161	EUR_AFR	adversarial_family_mixed	75.80896759033203	107.3395004272461	0.8036584258079529	False	0.9958922866271109	7.472965160505097	-0.9639999999999997	2785.0	4.107713372889066	gex
EUR_AFR__adversarial_family_mixed__rep3	0.8241758241758241	0.8261513767131745	EUR_AFR	adversarial_family_mixed	74.65252685546875	109.64427947998048	0.782111644744873	False	0.9976087281422806	7.439417127484681	-0.94	2785.0	2.391271857719368	gex
EUR_AFR__adversarial_mindist__rep2	0.8293616495863687	0.8299790097542906	EUR_AFR	adversarial_mindist	88.36288452148438	104.9293441772461	1.06298828125	True	0.9992561737578102	10.106962213626897	-0.8594999999999998	2810.0	0.7438262421898267	gex
EUR_AFR__adversarial_mindist__rep3	0.8276330411161872	0.8283738733176935	EUR_AFR	adversarial_mindist	101.38540649414062	103.82488250732422	1.398493766784668	False	0.999105678938739	10.366541958563126	-0.7159999999999996	2782.0	0.894321061260972	gex
EUR_AFR__ancestry_balanced__rep1	0.8454130139523398	0.8459069020866774	EUR_AFR	ancestry_balanced	102.610916	115.37739	1.8182942	False	0.9994161436286674	10.596339220551744	-0.65	2787.0	0.583856371332625	gex
EUR_AFR__ancestry_balanced__rep2	0.8459069020866774	0.8461538461538461	EUR_AFR	ancestry_balanced	100.2447	114.76716	1.735401	True	0.9997081570115278	10.507450751495695	-0.7079999999999995	2790.0	0.2918429884721796	gex
EUR_AFR__ancestry_balanced__rep3	0.8401037165082109	0.8413384368440548	EUR_AFR	ancestry_balanced	103.43114	115.73577	1.8474793	False	0.9985324332257117	10.412889638978573	-0.75	2779.5	1.4675667742882759	gex
EUR_AFR__greedy_maxmean__rep1	0.8403506605753797	0.8408445487097173	EUR_AFR	greedy_maxmean	111.754196	125.613	2.1567743	False	0.9994126284875183	11.025409691629955	-0.6	2776.5	0.5873715124816714	gex
EUR_AFR__greedy_maxmean__rep2	0.8565254969749352	0.8570193851092728	EUR_AFR	greedy_maxmean	109.128365	124.636955	2.0566115	False	0.9994237141622244	11.446141766316092	-0.56	2791.0	0.5762858377755808	gex
EUR_AFR__greedy_maxmean__rep3	0.8520805037658971	0.8530682800345721	EUR_AFR	greedy_maxmean	110.054535	125.45805	2.0916684	False	0.9988420900275004	11.175696917064698	-0.65	2778.0	1.1579099724996489	gex
EUR_AFR__greedy_maxmin__rep1	0.8335596987282381	0.8338066427954068	EUR_AFR	greedy_maxmin	114.328476	122.84393	2.257282	False	0.9997038353324449	11.234787501851029	-0.59	2779.0	0.29616466755510995	gex
EUR_AFR__greedy_maxmin__rep2	0.831337202123719	0.8318310902580566	EUR_AFR	greedy_maxmin	113.52533	123.48061	2.2256787	True	0.9994062639156894	11.405852753451091	-0.69	2794.0	0.5937360843105699	gex
EUR_AFR__greedy_maxmin__rep3	0.8599827139152982	0.8603531300160514	EUR_AFR	greedy_maxmin	114.82596	123.18687	2.2769692	False	0.9995694603903559	11.207376578645235	-0.6	2780.5	0.4305396096441205	gex
EUR_AFR__random__rep1	0.8538091122360786	0.8540560563032473	EUR_AFR	random	98.35649	112.82521	1.6706406	False	0.9997108573080815	10.685641173919329	-0.7	2781.0	0.28914269191848696	gex
EUR_AFR__random__rep2	0.8154093097913323	0.8163970860600074	EUR_AFR	random	104.647026	115.491035	1.8911709	True	0.9987900786448881	10.565500604960677	-0.68	2796.0	1.209921355111887	gex
EUR_AFR__random__rep3	0.8440548215829115	0.8447956537844178	EUR_AFR	random	101.15335	115.97546	1.7670039	True	0.9991230634317451	10.962258111663257	-0.69	2767.0	0.8769365682549379	gex
EUR_EAS__ancestry_balanced__rep1	0.8468946783553525	0.8478824546240277	EUR_EAS	ancestry_balanced	97.36529	110.09422	1.6371381	False	0.9988350080093199	9.393279452453765	-0.82	2786.0	1.1649919906800976	gex
EUR_EAS__ancestry_balanced__rep2	0.844548709717249	0.845166069885171	EUR_EAS	ancestry_balanced	98.44795	109.95892	1.6737492	False	0.9992695398100804	9.50182468955442	-0.84	2769.0	0.7304601899196239	gex
EUR_EAS__greedy_maxmean__rep1	0.8438078775157427	0.8447956537844178	EUR_EAS	greedy_maxmean	107.912	119.48134	2.0110204	False	0.9988307512423268	9.576422098801519	-0.71	2805.0	1.1692487576732136	gex
EUR_EAS__greedy_maxmean__rep2	0.8447956537844178	0.8452895419187554	EUR_EAS	greedy_maxmean	103.39729	118.65934	1.8462703	False	0.9994157172071283	9.713723342097575	-0.81	2786.0	0.5842827928717043	gex
EUR_EAS__greedy_maxmean__rep3	0.8494875910606248	0.8504753673293	EUR_EAS	greedy_maxmean	104.88565	118.9071	1.8998057	True	0.9988385598141696	9.251897502903601	-0.86	2770.5	1.1614401858304202	gex
EUR_EAS__greedy_maxmin__rep1	0.8472650944561056	0.8484998147919496	EUR_EAS	greedy_maxmin	110.63905	116.75554	2.113946	False	0.9985448195576252	9.70663562281723	-0.69	2780.0	1.4551804423748038	gex
EUR_EAS__greedy_maxmin__rep2	0.8538091122360786	0.8552907766390913	EUR_EAS	greedy_maxmin	109.49429	113.50211	2.0704272	False	0.9982676483326115	9.591305038256099	-0.78	2793.0	1.7323516673884987	gex
EUR_EAS__greedy_maxmin__rep3	0.8455364859859242	0.8465242622545993	EUR_EAS	greedy_maxmin	111.754196	115.529655	2.1567743	True	0.9988331388564761	9.36009772462077	-0.86	2803.5	1.166861143523934	gex
EUR_EAS__random__rep1	0.8535621681689097	0.8546734164711692	EUR_EAS	random	99.50377	109.29115	1.7098422	False	0.9986997977463161	9.347653857266685	-0.9	2792.5	1.3002022536838798	gex
EUR_EAS__random__rep2	0.8592418817137918	0.8597357698481294	EUR_EAS	random	93.28451	108.98568	1.5027822	False	0.9994255349705586	9.162501795203218	-0.78	2793.0	0.5744650294413622	gex
EUR_EAS__random__rep3	0.848623286825534	0.849240646993456	EUR_EAS	random	100.76209	110.09599	1.7533611	False	0.9992730444896772	8.992279732480373	-0.86	2791.5	0.7269555103227576	gex
